0	26	26	37	26	19	26	20	16	32	16	40	28	9	19	26	24	23	38	36
26	0	30	6	11	30	18	11	8	10	12	8	17	24	24	19	6	8	7	7
26	30	0	43	18	11	7	21	26	11	18	23	10	28	14	14	33	18	27	12
37	6	43	0	24	20	36	5	9	31	25	17	32	21	39	22	8	22	18	17
26	11	18	24	0	15	20	16	12	11	5	10	19	27	13	8	19	5	19	9
19	30	11	20	15	0	14	28	22	20	16	19	17	13	8	11	18	16	28	17
26	18	7	36	20	14	0	33	31	9	21	18	11	22	20	14	20	14	24	10
20	11	21	5	16	28	33	0	7	21	18	11	19	27	22	15	15	11	7	16
16	8	26	9	12	22	31	7	0	31	20	16	26	26	22	26	13	18	5	20
32	10	11	31	11	20	9	21	31	0	16	22	10	22	29	22	46	27	26	25
16	12	18	25	5	16	21	18	20	16	0	7	14	35	24	8	15	5	10	9
40	8	23	17	10	19	18	11	16	22	7	0	14	18	11	6	17	7	15	8
28	17	10	32	19	17	11	19	26	10	14	14	0	17	21	10	29	18	23	16
9	24	28	21	27	13	22	27	26	22	35	18	17	0	18	29	18	29	16	21
19	24	14	39	13	8	20	22	22	29	24	11	21	18	0	14	25	17	23	17
26	19	14	22	8	11	14	15	26	22	8	6	10	29	14	0	11	10	20	7
24	6	33	8	19	18	20	15	13	46	15	17	29	18	25	11	0	18	8	18
23	8	18	22	5	16	14	11	18	27	5	7	18	29	17	10	18	0	18	9
38	7	27	18	19	28	24	7	5	26	10	15	23	16	23	20	8	18	0	14
36	7	12	17	9	17	10	16	20	25	9	8	16	21	17	7	18	9	14	0
