0	46	32	45	24	45	21	40	45	25	16	42	7	19	32	44	18	48	36	36	27	26	34	24	40	34	19	37	33	33	11	25	25	22	34	24	30	36	22	27
46	0	33	44	11	57	16	10	45	22	17	24	34	32	23	45	38	36	21	20	8	6	11	25	11	30	29	25	21	7	45	22	9	9	10	11	22	32	36	40
32	33	0	7	31	7	20	19	12	17	21	7	19	5	9	8	22	33	11	16	33	27	25	11	18	6	12	16	30	29	16	17	22	32	21	31	7	10	12	8
45	44	7	0	32	27	21	26	21	27	35	6	24	6	17	10	18	42	14	13	34	23	17	8	29	19	17	19	32	25	35	26	17	35	21	35	20	23	14	19
24	11	31	32	0	47	13	12	47	15	20	28	31	27	12	21	29	44	36	11	10	11	10	24	10	35	18	15	13	9	30	18	8	7	6	23	20	22	29	33
45	57	7	27	47	0	44	20	11	45	21	27	28	5	18	15	17	36	21	21	22	34	20	24	32	8	32	30	23	45	35	25	42	32	35	42	20	33	24	6
21	16	20	21	13	44	0	12	49	15	12	43	27	47	21	22	30	44	28	21	12	11	9	20	11	24	32	24	11	7	23	13	11	14	15	16	46	22	23	21
40	10	19	26	12	20	12	0	26	24	11	26	27	40	14	30	43	44	44	10	8	9	8	16	11	24	29	24	22	9	39	14	12	9	10	11	15	24	33	21
45	45	12	21	47	11	49	26	0	35	25	14	32	13	18	9	17	55	23	26	19	35	23	9	28	10	29	23	18	20	26	41	31	38	44	49	10	12	11	18
25	22	17	27	15	45	15	24	35	0	9	23	23	36	21	22	33	38	31	20	11	20	32	27	12	24	11	20	15	19	16	8	14	20	22	23	27	29	25	27
16	17	21	35	20	21	12	11	25	9	0	23	21	25	23	33	46	32	15	11	10	24	36	35	13	21	20	26	18	20	30	6	19	10	16	7	28	24	35	40
42	24	7	6	28	27	43	26	14	23	23	0	27	11	6	20	36	45	15	10	22	15	20	8	17	35	14	11	16	23	31	21	19	19	17	24	22	7	22	17
7	34	19	24	31	28	27	27	32	23	21	27	0	30	34	34	21	45	15	32	21	28	38	22	27	23	7	23	41	29	7	18	45	30	20	24	19	35	33	20
19	32	5	6	27	5	47	40	13	36	25	11	30	0	14	6	12	29	14	21	28	28	30	11	46	24	16	13	22	33	24	32	47	47	28	28	12	17	9	9
32	23	9	17	12	18	21	14	18	21	23	6	34	14	0	20	17	29	23	10	13	19	23	9	11	16	21	8	18	12	17	12	18	11	15	25	11	6	11	16
44	45	8	10	21	15	22	30	9	22	33	20	34	6	20	0	23	59	14	19	16	21	27	5	27	12	33	23	30	17	35	32	28	38	29	42	11	24	7	8
18	38	22	18	29	17	30	43	17	33	46	36	21	12	17	23	0	40	26	32	22	38	47	21	22	34	22	42	27	50	18	17	48	24	30	29	32	33	29	14
48	36	33	42	44	36	44	44	55	38	32	45	45	29	29	59	40	0	17	22	22	17	17	23	44	38	23	15	25	22	47	18	40	30	38	40	27	12	35	30
36	21	11	14	36	21	28	44	23	31	15	15	15	14	23	14	26	17	0	25	33	47	31	23	44	36	14	15	25	48	16	19	20	39	38	38	20	15	36	13
36	20	16	13	11	21	21	10	26	20	11	10	32	21	10	19	32	22	25	0	7	10	11	18	7	18	32	10	8	5	45	11	12	23	24	16	28	19	26	32
27	8	33	34	10	22	12	8	19	11	10	22	21	28	13	16	22	22	33	7	0	8	20	21	10	33	18	20	13	6	45	22	12	20	23	32	24	10	18	32
26	6	27	23	11	34	11	9	35	20	24	15	28	28	19	21	38	17	47	10	8	0	20	35	18	26	16	18	22	10	36	17	12	11	21	32	28	13	26	32
34	11	25	17	10	20	9	8	23	32	36	20	38	30	23	27	47	17	31	11	20	20	0	33	11	21	18	19	8	9	29	22	8	8	7	15	37	30	24	43
24	25	11	8	24	24	20	16	9	27	35	8	22	11	9	5	21	23	23	18	21	35	33	0	29	25	32	9	17	19	31	24	20	28	24	41	18	11	10	20
40	11	18	29	10	32	11	11	28	12	13	17	27	46	11	27	22	44	44	7	10	18	11	29	0	29	34	15	14	24	23	18	10	8	9	7	29	30	15	37
34	30	6	19	35	8	24	24	10	24	21	35	23	24	16	12	34	38	36	18	33	26	21	25	29	0	45	15	27	23	26	44	17	44	28	41	9	22	7	23
19	29	12	17	18	32	32	29	29	11	20	14	7	16	21	33	22	23	14	32	18	16	18	32	34	45	0	11	32	28	11	22	19	14	17	24	22	20	30	23
37	25	16	19	15	30	24	24	23	20	26	11	23	13	8	23	42	15	15	10	20	18	19	9	15	15	11	0	10	23	25	22	15	14	24	31	23	11	16	22
