0	30	11	15	29	38	10	4	34	15	15	34	30	31	18	6	18	4	21	17	24	28	11	32	16	42	10	12	22	32	17	21	38	39	30	5	6	11	25	9	41	39	32	18	59	53	58	59	54	50	50	49	44	41	47	36	45	46	44	30	62	53	46	33	35	41	41	29	44	46	31	43	49	53	15	
30	0	38	18	13	9	36	31	7	18	18	7	30	16	12	28	16	27	14	40	19	8	38	3	36	15	37	39	25	3	14	38	11	10	4	31	31	38	13	36	12	12	3	41	48	45	53	44	35	42	26	40	28	19	28	32	39	47	42	40	52	47	44	28	31	31	25	43	37	27	38	36	27	45	38	
11	38	0	25	36	46	8	7	42	22	26	42	34	39	29	10	28	15	31	18	31	36	4	39	20	50	8	9	30	39	28	24	46	47	38	13	11	9	33	3	48	47	39	14	60	55	59	62	61	53	57	53	51	48	54	41	50	47	47	33	63	54	48	37	39	47	48	30	49	53	34	47	56	56	18	
15	18	25	0	16	26	20	18	21	4	3	21	26	18	6	15	5	11	8	27	11	16	25	19	24	30	21	23	15	19	4	28	25	27	17	16	18	22	13	23	28	26	19	28	55	47	56	52	45	44	38	42	35	28	38	32	39	46	41	34	60	48	43	26	30	32	31	37	37	36	32	36	38	46	25	
29	13	36	16	0	17	36	29	18	17	18	18	19	4	12	27	15	27	14	30	8	17	36	15	24	14	36	38	13	15	14	25	9	18	16	31	30	37	4	34	13	10	15	33	43	38	47	39	30	35	22	33	21	12	23	23	30	38	32	31	47	39	34	17	22	23	18	33	29	22	28	27	22	38	30	
38	9	46	26	17	0	44	39	8	26	26	8	34	20	20	36	24	35	21	47	25	13	46	7	41	6	45	47	29	7	22	42	14	1	11	39	39	46	20	44	4	13	7	49	49	46	53	45	30	43	20	41	29	24	29	36	40	50	43	43	53	48	46	33	35	32	26	46	38	27	41	37	21	46	46	
10	36	8	20	36	44	0	9	38	20	20	38	39	38	24	15	23	9	25	24	31	33	7	38	26	49	2	2	31	38	22	30	45	45	35	7	16	1	32	5	47	46	38	20	67	62	65	68	63	60	58	58	53	48	56	46	55	53	53	39	69	60	54	42	44	50	49	36	53	55	40	52	58	62	24	
4	31	7	18	29	39	9	0	35	15	18	35	30	32	22	6	21	7	24	18	24	29	7	32	17	43	10	12	23	32	20	21	38	40	30	9	6	11	26	5	41	40	32	15	60	54	58	59	54	51	50	49	44	41	47	36	46	46	45	31	62	53	47	33	35	42	41	29	44	46	32	43	49	53	16	
34	7	42	21	18	8	38	35	0	22	20	1	35	21	16	32	17	31	14	44	26	6	42	3	41	12	39	40	30	3	18	43	15	7	5	32	35	40	19	40	10	14	3	45	51	49	56	47	36	46	26	44	32	25	31	38	42	52	46	46	55	50	49	34	36	35	28	48	41	29	43	39	27	48	42	
15	18	22	4	17	26	20	15	22	0	5	22	24	19	8	13	7	11	10	26	12	17	22	20	23	30	21	23	14	20	6	26	26	27	18	16	16	22	13	20	29	27	20	26	56	48	57	53	45	44	39	43	35	29	38	33	39	46	42	33	61	49	44	26	31	32	32	35	38	37	30	37	39	47	23	
15	18	26	3	18	26	20	18	20	5	0	20	28	20	6	17	3	12	6	30	14	14	25	20	27	32	20	22	18	20	4	31	27	26	17	13	20	21	15	23	29	29	20	31	58	50	59	55	47	46	40	45	37	31	40	35	42	49	44	37	63	51	46	28	33	35	34	39	40	39	34	39	40	49	28	
34	7	42	21	18	8	38	35	1	22	20	0	35	21	15	32	17	30	14	44	26	6	42	3	41	12	38	40	30	3	17	43	15	7	5	32	35	40	19	40	10	14	3	45	51	49	56	47	36	45	26	44	32	25	31	38	42	52	46	46	55	50	49	34	36	35	28	48	41	29	43	39	27	48	42	
30	30	34	26	19	34	39	30	35	24	28	35	0	15	27	26	28	30	29	19	16	34	37	32	14	30	39	41	11	32	26	12	20	35	33	35	24	40	19	35	30	22	32	22	35	27	36	32	29	24	27	22	19	17	22	11	18	25	20	13	40	28	22	3	9	14	16	15	17	21	11	16	24	26	20	
31	16	39	18	4	20	38	32	21	19	20	21	15	0	14	29	18	29	17	27	9	20	39	18	21	16	39	41	9	18	16	22	7	21	19	33	29	40	6	37	16	8	18	30	41	35	44	37	28	32	20	30	19	10	21	20	27	34	29	28	45	36	31	14	18	20	16	30	25	20	25	24	20	34	27	
18	12	29	6	12	20	24	22	16	8	6	15	27	14	0	19	4	15	3	31	15	10	29	14	28	25	24	26	19	14	2	32	21	21	11	19	22	25	8	27	23	22	14	32	55	47	56	51	42	43	34	41	33	24	35	31	38	46	41	39	59	48	43	25	30	31	30	41	37	34	36	36	34	46	29	
