0	16	37	22	21	19	27	31	16	51	25	44	51	11	16	41	34	52	29	46	32	32	34	54	35	30	38	64	36	30
16	0	35	9	16	45	21	13	14	29	24	6	21	26	28	22	8	6	6	6	16	66	19	12	39	12	17	25	13	19
37	35	0	62	30	21	10	44	40	24	32	16	23	30	20	18	50	29	38	26	39	22	7	42	8	35	14	35	34	28
22	9	62	0	40	40	56	5	9	40	44	25	46	27	41	25	13	31	26	27	21	35	25	5	60	33	38	23	6	22
21	16	30	40	0	17	29	40	18	18	13	8	24	36	22	8	16	13	10	5	12	39	10	18	16	36	29	35	30	17
19	45	21	40	17	0	12	48	35	27	15	26	27	30	6	20	33	16	35	29	29	25	11	38	23	27	18	38	42	15
27	21	10	56	29	12	0	45	22	14	26	33	30	19	43	27	27	23	34	24	23	45	15	23	8	34	13	39	57	43
31	13	44	5	40	48	45	0	7	28	42	20	24	35	22	13	10	26	12	12	37	54	38	25	40	43	38	6	14	15
16	14	40	9	18	35	22	7	0	23	23	21	54	43	24	18	15	29	11	40	19	79	32	14	48	41	23	11	14	17
51	29	24	40	18	27	14	28	23	0	19	22	18	38	24	21	45	33	28	29	33	39	23	53	10	62	11	54	41	22
25	24	32	44	13	15	26	42	23	19	0	15	12	59	32	10	17	13	14	13	24	28	27	27	24	39	23	32	28	42
44	6	16	25	8	26	33	20	21	22	15	0	23	17	21	12	21	9	24	8	43	28	12	44	28	30	28	41	30	29
51	21	23	46	24	27	30	24	54	18	12	23	0	18	44	29	31	21	37	21	26	34	6	51	10	28	15	41	56	45
11	26	30	27	36	30	19	35	43	38	59	17	18	0	19	27	34	44	36	39	30	26	34	35	28	5	18	23	37	7
16	28	20	41	22	6	43	22	24	24	32	21	44	19	0	24	41	11	27	29	40	44	15	30	14	15	10	54	33	15
41	22	18	25	8	20	27	13	18	21	10	12	29	27	24	0	21	10	22	10	33	16	6	39	24	21	17	37	27	16
34	8	50	13	16	33	27	10	15	45	17	21	31	34	41	21	0	24	13	27	17	69	18	10	28	21	55	33	27	18
52	6	29	31	13	16	23	26	29	33	13	9	21	44	11	10	24	0	15	7	30	26	12	30	22	34	14	29	11	20
29	6	38	26	10	35	34	12	11	28	14	24	37	36	27	22	13	15	0	14	12	49	40	17	35	29	51	25	28	42
46	6	26	27	5	29	24	12	40	29	13	8	21	39	29	10	27	7	14	0	29	57	6	18	14	27	24	35	19	19
32	16	39	21	12	29	23	37	19	33	24	43	26	30	40	33	17	30	12	29	0	40	47	21	49	11	52	40	43	21
32	66	22	35	39	25	45	54	79	39	28	28	34	26	44	16	69	26	49	57	40	0	36	42	20	20	27	51	34	21
34	19	7	25	10	11	15	38	32	23	27	12	6	34	15	6	18	12	40	6	47	36	0	38	13	48	6	56	44	21
54	12	42	5	18	38	23	25	14	53	27	44	51	35	30	39	10	30	17	18	21	42	38	0	37	28	54	9	6	22
35	39	8	60	16	23	8	40	48	10	24	28	10	28	14	24	28	22	35	14	49	20	13	37	0	60	27	44	36	24
30	12	35	33	36	27	34	43	41	62	39	30	28	5	15	21	21	34	29	27	11	20	48	28	60	0	26	22	20	25
38	17	14	38	29	18	13	38	23	11	23	28	15	18	10	17	55	14	51	24	52	27	6	54	27	26	0	56	21	26
64	25	35	23	35	38	39	6	11	54	32	41	41	23	54	37	33	29	25	35	40	51	56	9	44	22	56	0	12	26
36	13	34	6	30	42	57	14	14	41	28	30	56	37	33	27	27	11	28	19	43	34	44	6	36	20	21	12	0	53
30	19	28	22	17	15	43	15	17	22	42	29	45	7	15	16	18	20	42	19	21	21	21	22	24	25	26	26	53	0
