0	30	18	33	29	43	21	46	12	35	40	33	17	45	25	45	26	28	20	16	5	22	46	13	47	58	11	21	27	27
30	0	18	38	40	50	20	33	56	24	11	26	23	21	28	65	30	25	28	24	29	27	6	42	29	26	44	50	48	45
18	18	0	42	25	29	13	26	15	23	15	12	9	15	7	47	28	22	24	5	5	8	17	30	34	37	21	48	19	22
33	38	42	0	20	5	41	18	38	23	47	38	48	26	49	21	29	20	18	23	36	39	34	25	42	19	35	6	39	19
29	40	25	20	0	17	44	35	22	32	43	40	24	23	32	39	30	38	17	21	21	24	39	22	55	33	33	11	46	6
43	50	29	5	17	0	40	17	47	21	44	21	26	28	41	28	22	37	18	32	35	31	33	33	50	18	36	10	55	19
21	20	13	41	44	40	0	23	31	27	18	15	27	8	19	56	16	14	22	19	26	26	17	34	31	19	27	25	44	33
46	33	26	18	35	17	23	0	56	6	31	13	15	15	33	40	5	14	35	28	26	17	25	36	16	6	36	13	48	35
12	56	15	38	22	47	31	56	0	40	39	32	16	26	17	53	41	40	13	25	20	28	52	17	56	50	10	33	24	29
35	24	23	23	32	21	27	6	40	0	28	11	22	7	16	32	7	15	30	21	30	14	33	44	17	6	39	26	34	35
40	11	15	47	43	44	18	31	39	28	0	27	22	12	27	53	36	24	39	22	21	23	17	30	25	32	32	46	37	33
33	26	12	38	40	21	15	13	32	11	27	0	15	6	28	28	7	6	27	18	15	16	24	36	29	19	44	29	33	32
17	23	9	48	24	26	27	15	16	22	22	15	0	17	6	67	21	30	18	8	5	6	20	18	34	27	16	39	12	24
45	21	15	26	23	28	8	15	26	7	12	6	17	0	20	46	8	7	34	25	23	13	10	31	18	13	29	26	34	35
25	28	7	49	32	41	19	33	17	16	27	28	6	20	0	73	34	27	29	12	16	16	16	16	33	40	25	27	22	39
45	65	47	21	39	28	56	40	53	32	53	28	67	46	73	0	27	25	37	57	62	45	64	40	43	20	54	23	58	31
26	30	28	29	30	22	16	5	41	7	36	7	21	8	34	27	0	20	36	30	26	12	34	50	18	9	44	24	47	33
28	25	22	20	38	37	14	14	40	15	24	6	30	7	27	25	20	0	28	19	39	20	15	47	37	16	42	32	34	36
20	28	24	18	17	18	22	35	13	30	39	27	18	34	29	37	36	28	0	15	12	23	35	16	60	27	11	19	32	10
16	24	5	23	21	32	19	28	25	21	22	18	8	25	12	57	30	19	15	0	10	5	22	29	49	25	27	35	16	29
5	29	5	36	21	35	26	26	20	30	21	15	5	23	16	62	26	39	12	10	0	18	22	14	40	49	12	23	18	24
22	27	8	39	24	31	26	17	28	14	23	16	6	13	16	45	12	20	23	5	18	0	18	28	22	25	30	16	19	20
46	6	17	34	39	33	17	25	52	33	17	24	20	10	16	64	34	15	35	22	22	18	0	48	24	37	30	44	36	43
13	42	30	25	22	33	34	36	17	44	30	36	18	31	16	40	50	47	16	29	14	28	48	0	46	38	10	31	22	32
47	29	34	42	55	50	31	16	56	17	25	29	34	18	33	43	18	37	60	49	40	22	24	46	0	15	61	48	31	36
58	26	37	19	33	18	19	6	50	6	32	19	27	13	40	20	9	16	27	25	49	25	37	38	15	0	33	13	39	28
11	44	21	35	33	36	27	36	10	39	32	44	16	29	25	54	44	42	11	27	12	30	30	10	61	33	0	37	36	21
21	50	48	6	11	10	25	13	33	26	46	29	39	26	27	23	24	32	19	35	23	16	44	31	48	13	37	0	37	16
27	48	19	39	46	55	44	48	24	34	37	33	12	34	22	58	47	34	32	16	18	19	36	22	31	39	36	37	0	46
27	45	22	19	6	19	33	35	29	35	33	32	24	35	39	31	33	36	10	29	24	20	43	32	36	28	21	16	46	0
