0	30	11	30	31	10	33	38	4	15	31	18	6	18	4	21	28	32	16	5	42	10	12	19	38	21	38	30	28	5	6	11	28	20	23	25	39	18	33	32	27	27	12	18	49	53	46	50	50	49	44	44	41	43	45	30	53	52	46	33	45	52	38	41	52	48	41	40	29	44	49	53	15	11	19	
30	0	38	18	6	36	11	12	31	18	16	12	28	16	27	14	8	3	36	33	15	37	39	13	9	38	11	4	10	31	31	38	6	11	24	13	12	44	27	3	7	20	20	41	43	45	32	42	26	40	28	48	19	25	39	40	47	44	44	28	51	36	17	31	50	31	25	23	43	37	27	45	38	23	41	
11	38	0	38	39	8	40	46	7	22	39	29	10	28	15	31	36	39	20	9	50	8	9	29	45	24	46	38	35	13	11	9	36	27	30	33	47	7	37	39	35	35	22	14	51	55	51	53	57	53	51	46	48	50	50	33	54	55	48	37	46	57	45	47	53	54	48	46	30	49	56	56	18	21	18	
30	18	38	0	23	38	8	9	31	19	2	15	28	18	29	17	22	20	20	33	18	39	41	15	23	21	9	21	10	33	28	40	22	13	8	6	11	37	10	20	20	3	22	28	29	33	22	30	21	28	20	33	11	18	25	25	34	32	29	12	36	29	10	18	36	23	17	15	28	23	21	32	26	25	25	
31	6	39	23	0	35	15	16	32	19	21	13	29	14	27	11	3	5	38	33	15	36	37	13	7	42	16	2	15	29	32	37	3	15	29	18	16	45	32	5	5	25	21	42	48	50	36	47	28	45	33	53	24	29	43	45	51	49	49	33	56	41	22	36	55	35	29	27	48	42	30	49	39	21	43	
10	36	8	38	35	0	40	45	9	20	38	24	15	23	9	25	33	38	26	7	49	2	2	25	43	30	45	35	35	7	16	1	34	26	31	32	46	14	42	38	32	36	17	20	58	62	55	60	58	58	53	52	48	52	55	39	60	62	54	42	52	61	47	50	60	56	49	48	36	53	58	62	24	16	24	
33	11	40	8	15	40	0	5	33	21	6	16	31	19	31	18	15	13	26	36	11	40	42	16	16	27	5	14	6	35	34	41	14	14	14	8	7	43	17	13	12	10	24	35	34	36	22	32	19	31	18	39	10	16	29	31	37	34	34	18	41	27	8	22	41	21	15	13	33	28	19	35	32	26	32	
38	12	46	9	16	45	5	0	38	26	7	21	36	24	36	23	18	12	28	41	10	45	47	22	15	29	1	14	11	40	36	46	16	19	16	13	1	45	17	12	17	12	29	37	32	34	21	31	14	29	17	39	10	13	28	31	35	33	34	19	41	25	8	20	39	19	14	12	33	26	15	34	34	31	33	
4	31	7	31	32	9	33	38	0	15	32	22	6	21	7	24	29	32	17	3	43	10	12	22	38	21	38	30	28	9	6	11	29	20	23	26	40	14	33	32	27	27	14	15	49	54	46	51	50	49	44	45	41	44	46	31	53	53	47	33	45	53	38	42	53	48	41	40	29	44	49	53	16	14	19	
15	18	22	19	19	20	21	26	15	0	19	8	13	7	11	10	17	20	23	17	30	21	23	8	26	26	26	18	16	16	16	22	17	8	14	13	27	29	25	20	15	17	4	26	44	48	37	44	39	43	35	47	29	34	39	33	49	46	44	26	49	43	27	32	51	39	32	31	35	38	39	47	23	7	27	
31	16	39	2	21	38	6	7	32	19	0	14	29	18	29	17	20	18	21	34	16	39	41	15	21	22	7	19	7	33	29	40	20	13	9	6	8	38	12	18	17	5	22	30	31	35	23	32	20	30	19	36	10	17	27	28	36	34	31	14	38	28	9	20	39	22	16	14	30	25	20	34	27	25	26	
18	12	29	15	13	24	16	21	22	8	14	0	19	4	15	3	10	14	28	21	25	24	26	1	20	32	21	11	11	19	22	25	10	5	20	8	22	35	24	14	8	16	8	32	43	47	36	43	34	41	33	47	24	31	38	39	48	45	43	25	50	42	23	31	50	36	30	28	41	37	34	46	29	11	33	
6	28	10	28	29	15	31	36	6	13	29	19	0	19	6	22	27	30	15	9	40	15	17	20	36	19	36	28	26	10	3	16	27	18	21	23	37	17	30	30	25	25	12	17	46	50	43	47	48	46	42	43	39	41	42	29	51	49	43	30	44	49	36	39	51	46	39	38	28	41	47	50	14	13	18	
