0	32	20	30	18	44	26	27	29	47	34	43	43	38	23	17	7	13	23	15	43	17	29	25	50	22	30	21	34	44
32	0	19	45	32	53	29	36	17	34	21	28	53	30	30	48	27	28	16	49	29	48	10	34	29	19	25	11	14	10
20	19	0	36	31	44	26	19	19	22	13	18	52	26	18	26	6	5	7	29	31	23	17	15	33	12	22	14	16	17
30	45	36	0	8	16	39	25	47	28	26	31	37	44	44	13	23	26	37	33	21	33	42	39	25	32	14	42	51	48
18	32	31	8	0	18	37	24	41	38	37	31	34	47	34	15	27	39	34	25	24	35	55	36	27	46	16	48	30	49
44	53	44	16	18	0	16	24	46	27	21	29	17	26	41	27	35	22	22	35	16	27	49	43	22	48	11	31	56	32
26	29	26	39	37	16	0	5	22	5	16	10	25	17	24	45	38	22	10	39	8	43	20	40	6	21	38	26	26	32
27	36	19	25	24	24	5	0	33	19	16	8	34	19	20	39	22	22	14	48	8	58	36	43	13	27	35	16	32	38
29	17	19	47	41	46	22	33	0	38	27	14	64	17	16	20	17	27	29	43	45	30	20	25	45	13	29	9	15	29
47	34	22	28	38	27	5	19	38	0	11	12	23	13	24	26	42	36	23	55	7	50	22	32	10	23	23	35	37	39
34	21	13	26	37	21	16	16	27	11	0	9	29	5	12	21	27	15	12	31	18	41	16	23	20	9	26	18	21	28
43	28	18	31	31	29	10	8	14	12	9	0	42	7	16	30	18	29	16	32	16	30	15	43	19	7	39	17	25	29
43	53	52	37	34	17	25	34	64	23	29	42	0	48	34	44	42	63	31	30	22	44	51	45	21	43	40	52	64	79
38	30	26	44	47	26	17	19	17	13	5	7	48	0	26	21	20	28	29	45	22	48	19	28	18	18	48	14	29	25
23	30	18	44	34	41	24	20	16	24	12	16	34	26	0	25	23	16	18	28	20	33	29	21	36	14	30	22	21	36
17	48	26	13	15	27	45	39	20	26	21	30	44	21	25	0	20	15	24	14	26	17	50	23	24	37	6	39	31	33
7	27	6	23	27	35	38	22	17	42	27	18	42	20	23	20	0	10	15	17	26	13	37	18	30	21	21	27	26	29
13	28	5	26	39	22	22	22	27	36	15	29	63	28	16	15	10	0	14	11	43	12	36	14	48	25	15	22	21	34
23	16	7	37	34	22	10	14	29	23	12	16	31	29	18	24	15	14	0	16	21	30	28	19	18	19	24	20	16	27
15	49	29	33	25	35	39	48	43	55	31	32	30	45	28	14	17	11	16	0	65	8	52	33	40	30	14	31	36	61
43	29	31	21	24	16	8	8	45	7	18	16	22	22	20	26	26	43	21	65	0	54	33	48	7	21	25	21	46	29
17	48	23	33	35	27	43	58	30	50	41	30	44	48	33	17	13	12	30	8	54	0	37	23	44	36	10	41	45	40
29	10	17	42	55	49	20	36	20	22	16	15	51	19	29	50	37	36	28	52	33	37	0	44	26	23	42	13	22	13
25	34	15	39	36	43	40	43	25	32	23	43	45	28	21	23	18	14	19	33	48	23	44	0	43	25	29	36	37	47
50	29	33	25	27	22	6	13	45	10	20	19	21	18	36	24	30	48	18	40	7	44	26	43	0	34	29	25	26	41
22	19	12	32	46	48	21	27	13	23	9	7	43	18	14	37	21	25	19	30	21	36	23	25	34	0	35	19	18	17
30	25	22	14	16	11	38	35	29	23	26	39	40	48	30	6	21	15	24	14	25	10	42	29	29	35	0	21	33	39
21	11	14	42	48	31	26	16	9	35	18	17	52	14	22	39	27	22	20	31	21	41	13	36	25	19	21	0	9	19
34	14	16	51	30	56	26	32	15	37	21	25	64	29	21	31	26	21	16	36	46	45	22	37	26	18	33	9	0	14
44	10	17	48	49	32	32	38	29	39	28	29	79	25	36	33	29	34	27	61	29	40	13	47	41	17	39	19	14	0
