0	39	34	10	7	4	46	20	26	11	15	2	45	12	39	27	8	32	21	37	35	22	45	36	19	14	46	7	7	39	6	34	39	6	45	27	21	4	7	23	40	12	3	5	3	14	40	17	40	40	46	13	20	27	19	44	2	53	7	22	25	29	47	42	44	43	29	31	41	17	39	27	49	21	24	33	38	47	41	51	41	45	44	18	41	52	35	32	20	30	49	29	24	36	39	35	44	45	44	47	
39	0	5	30	32	39	11	30	15	31	29	38	10	38	4	15	34	30	18	6	4	21	17	18	20	28	11	32	32	16	36	8	19	42	10	22	19	38	32	17	21	38	39	39	41	42	5	28	5	6	11	28	20	23	25	9	41	18	32	27	14	12	59	49	53	59	54	46	50	50	49	44	44	41	43	36	45	46	44	62	30	53	46	38	60	45	52	35	38	41	52	48	41	44	31	43	53	15	19	18	
34	5	0	26	27	35	16	28	10	26	25	34	11	34	9	10	29	28	13	7	2	16	22	16	15	23	16	27	27	21	32	6	24	39	11	20	14	33	27	11	25	34	35	35	37	39	6	24	6	10	12	23	15	21	22	13	36	22	27	25	9	6	61	50	53	59	52	44	50	47	49	42	49	37	41	36	46	48	45	66	35	55	47	35	59	49	50	35	36	39	56	45	39	44	33	43	53	20	23	23	
10	30	26	0	3	11	38	18	18	6	13	9	36	12	31	18	7	30	12	28	27	14	40	29	11	8	38	3	3	36	8	26	36	15	37	25	13	9	3	14	38	11	10	11	13	17	31	10	31	31	38	6	11	24	13	36	12	44	3	20	17	20	48	43	45	44	35	32	42	26	40	28	48	19	25	32	39	47	42	53	40	47	44	16	43	51	36	31	17	31	50	31	25	37	38	36	45	38	41	41	
7	32	27	3	0	8	39	20	19	5	15	7	38	12	32	20	3	32	14	30	28	15	41	32	12	8	39	1	1	39	5	27	39	13	38	27	14	6	1	15	40	12	8	10	10	17	33	13	33	33	39	6	13	27	16	37	9	46	1	22	18	22	49	44	47	45	36	33	43	24	42	29	51	22	26	35	40	49	43	53	43	48	46	19	43	53	38	33	20	33	52	32	26	38	40	37	46	39	43	42	
4	39	35	11	8	0	47	24	27	9	19	1	44	16	40	26	6	36	21	37	36	20	48	37	20	12	47	8	8	42	3	32	42	6	45	31	22	2	8	23	44	16	1	9	7	17	38	18	38	40	46	12	21	30	21	45	6	53	8	26	26	29	50	46	48	45	29	34	44	20	43	30	52	25	27	37	41	51	44	55	45	49	48	22	43	55	39	36	23	34	53	33	27	40	42	38	47	47	48	50	
46	11	16	38	39	47	0	38	25	39	36	46	8	46	7	26	42	34	29	10	15	31	18	25	28	36	4	39	39	20	44	18	23	50	8	30	29	45	39	28	24	46	47	47	48	49	13	35	13	11	9	36	27	30	33	3	48	7	39	35	25	22	60	51	55	62	61	51	53	57	53	51	46	48	50	41	50	47	47	64	33	54	48	45	64	46	57	39	45	47	53	54	48	49	34	47	56	18	18	15	
20	30	28	18	20	24	38	0	19	23	6	22	38	9	31	21	23	13	15	28	29	17	26	17	13	22	38	20	20	20	24	30	19	18	39	8	15	23	20	16	21	9	23	15	17	13	33	10	33	28	40	22	13	8	6	36	18	37	20	3	19	22	41	29	33	38	29	22	30	21	28	20	33	11	18	18	25	32	27	47	25	34	29	9	37	36	29	16	10	18	36	23	17	23	23	22	32	26	25	28	
26	15	10	18	19	27	25	19	0	18	16	26	20	25	18	3	21	26	6	15	11	8	27	17	7	16	25	19	19	24	24	12	26	30	21	15	6	25	19	4	28	25	27	26	28	30	16	15	16	18	22	16	7	15	13	23	28	31	19	17	1	4	55	43	47	52	45	36	44	38	42	35	48	28	34	32	39	46	41	61	34	48	43	26	51	50	43	30	27	32	51	38	31	37	32	36	46	25	28	28	
11	31	26	6	5	9	39	23	18	0	18	11	35	16	32	17	3	35	13	29	27	11	41	31	11	3	39	5	5	38	6	23	40	15	36	29	13	7	5	14	42	16	10	14	14	21	29	15	29	32	37	3	15	29	18	37	13	45	5	25	17	21	52	48	50	48	39	36	47	28	45	33	53	24	29	37	43	52	47	57	45	51	49	21	47	56	41	36	22	36	55	35	29	42	43	41	49	39	43	42	
15	29	25	13	15	19	36	6	16	18	0	17	36	9	29	18	18	19	12	27	27	14	30	21	11	17	36	15	15	24	19	27	24	14	36	13	12	18	15	14	25	9	18	10	12	14	31	4	31	30	37	17	10	12	4	34	13	41	15	8	17	20	43	35	38	39	30	25	35	22	33	21	39	12	19	23	30	38	32	48	31	39	34	10	38	42	30	22	11	23	42	24	18	29	28	27	38	30	30	32	
2	38	34	9	7	1	46	22	26	11	17	0	44	14	39	26	8	34	20	36	35	21	47	36	19	13	46	7	7	41	5	34	41	6	45	29	21	3	7	22	42	14	1	7	5	16	39	17	39	39	46	12	20	29	20	44	4	52	7	25	25	28	49	44	46	45	30	33	43	20	41	29	51	24	26	36	40	50	43	53	43	48	46	21	43	54	37	35	22	32	52	32	26	38	41	37	46	46	46	49	
45	10	11	36	38	44	8	38	20	35	36	44	0	45	9	20	38	39	24	15	9	25	24	27	25	33	7	38	38	26	41	12	29	49	2	31	25	43	38	22	30	45	45	46	48	50	7	35	7	16	1	34	26	31	32	5	47	14	38	36	19	17	67	58	62	68	63	55	60	58	58	53	52	48	52	46	55	53	53	70	39	60	54	46	70	52	61	44	47	50	60	56	49	53	40	52	62	24	24	22	
12	38	34	12	12	16	46	9	25	16	9	14	45	0	38	27	15	20	21	36	36	23	34	25	20	18	46	12	12	28	16	36	28	10	45	16	22	15	12	23	29	1	15	7	9	6	40	11	40	36	46	16	19	16	13	43	10	45	12	12	26	29	37	32	34	33	23	21	31	14	29	17	39	10	13	23	28	37	31	41	31	35	34	7	31	41	25	21	8	20	39	19	14	26	28	25	34	34	33	36	
39	4	9	31	32	40	7	31	18	32	29	39	9	38	0	18	35	30	22	6	7	24	18	18	21	29	7	32	32	17	37	11	19	43	10	23	22	38	32	20	21	38	40	39	41	42	9	28	9	6	11	29	20	23	26	5	41	14	32	27	17	14	60	49	54	59	54	46	51	50	49	44	45	41	44	36	46	46	45	63	31	53	47	38	61	45	53	35	38	42	53	48	41	44	32	43	53	16	19	17	
27	15	10	18	20	26	26	21	3	17	18	26	20	27	18	0	20	28	6	17	12	6	30	20	7	14	25	20	20	27	22	9	29	32	20	18	6	24	20	4	31	27	26	28	30	32	13	17	13	20	21	15	8	18	15	23	29	32	20	19	2	5	58	46	50	55	47	39	46	40	45	37	50	31	36	35	42	49	44	63	37	51	46	28	54	53	45	33	29	35	53	41	34	40	34	39	49	28	31	30	
8	34	29	7	3	6	42	23	21	3	18	8	38	15	35	20	0	35	15	32	30	14	44	34	14	6	42	3	3	41	3	26	42	12	38	30	16	4	3	17	43	15	7	12	11	19	32	17	32	35	40	5	16	30	19	40	10	48	3	26	20	24	51	47	49	47	36	35	45	26	44	32	53	25	28	38	42	52	46	56	46	50	49	22	45	56	40	36	23	35	54	34	28	41	43	39	48	42	45	45	
32	30	28	30	32	36	34	13	26	35	19	34	39	20	30	28	35	0	27	26	30	29	19	14	26	34	37	32	32	14	36	31	14	30	39	11	27	35	32	26	12	20	35	27	29	21	35	22	35	24	40	34	23	11	19	35	30	32	32	13	27	27	35	23	27	32	29	19	24	27	22	19	26	17	18	11	18	25	20	40	13	28	22	15	33	29	25	9	15	14	30	22	16	17	11	16	26	20	18	20	
21	18	13	12	14	21	29	15	6	13	12	20	24	21	22	6	15	27	0	19	15	3	31	21	1	10	29	14	14	28	18	15	30	25	24	19	1	20	14	2	32	21	21	22	24	26	19	11	19	22	25	10	5	20	8	27	23	35	14	16	5	8	55	43	47	51	42	36	43	34	41	33	47	24	31	31	38	46	41	60	39	48	43	22	50	50	42	30	23	31	50	36	30	37	36	36	46	29	33	32	
37	6	7	28	30	37	10	28	15	29	27	36	15	36	6	17	32	26	19	0	6	22	16	16	18	27	13	30	30	15	34	11	18	40	15	20	20	36	30	18	19	36	37	37	39	40	10	26	10	3	16	27	18	21	23	11	39	17	30	25	15	12	58	46	50	55	52	43	47	48	46	42	43	39	41	33	42	44	42	61	29	51	43	36	57	44	49	32	36	39	51	46	39	41	29	40	50	14	18	17	
35	4	2	27	28	36	15	29	11	27	27	35	9	36	7	12	30	30	15	6	0	17	21	18	16	25	14	28	28	20	33	5	22	40	10	22	15	35	28	13	24	36	36	37	39	41	5	26	5	9	11	25	16	22	23	12	38	21	28	26	10	8	63	51	55	60	54	45	52	48	50	44	48	39	43	38	47	49	46	66	34	56	48	36	60	48	52	37	37	41	56	47	40	46	34	44	54	19	22	21	
22	21	16	14	15	20	31	17	8	11	14	21	25	23	24	6	14	29	3	22	17	0	34	24	4	8	30	15	15	31	17	13	33	26	25	22	2	18	15	4	34	23	21	24	25	28	18	13	18	25	26	10	8	22	11	28	24	38	15	18	7	11	57	45	49	54	44	38	46	36	44	36	50	27	34	34	41	48	43	62	41	50	45	24	52	52	44	32	25	34	53	38	32	39	38	38	48	32	35	34	
46	17	22	40	41	49	18	26	27	41	31	48	24	35	18	30	44	19	31	16	21	34	0	15	30	38	21	41	41	8	46	25	7	44	24	18	31	47	41	30	8	35	49	41	42	37	22	34	22	13	26	38	29	19	31	19	44	14	41	23	28	26	44	35	39	45	46	35	37	45	37	37	29	35	37	25	34	30	30	47	16	37	31	33	47	29	41	24	32	31	37	38	34	32	17	32	39	2	1	2	
36	18	16	29	32	37	25	17	17	31	21	36	27	25	18	20	34	14	21	16	18	24	16	0	20	29	26	32	32	10	36	19	9	34	27	9	22	36	32	20	11	25	37	31	33	28	22	25	22	15	28	29	19	9	21	24	34	24	32	13	18	16	45	34	37	43	40	31	34	36	33	30	33	27	29	20	29	32	29	50	19	39	31	24	44	36	36	19	24	26	40	33	27	28	16	27	37	13	15	16	
19	20	15	11	12	20	28	13	7	11	11	19	25	20	21	7	14	26	1	18	16	4	30	20	0	9	28	12	12	27	17	16	29	24	26	18	2	18	12	3	31	20	20	21	23	25	20	10	20	21	27	9	4	18	7	26	21	34	12	15	6	9	54	42	45	50	41	35	42	32	40	32	46	23	30	30	37	45	40	58	37	47	41	20	48	49	40	29	21	30	49	35	29	36	35	34	45	28	31	31	
14	28	23	8	8	12	36	22	16	3	17	13	33	18	29	14	6	34	10	27	25	8	39	29	9	0	36	8	8	36	9	20	38	18	33	27	10	10	8	12	39	18	13	17	17	24	26	14	26	30	34	2	12	27	16	34	16	43	8	23	15	18	55	48	50	51	41	37	47	31	45	33	53	24	31	37	44	52	47	59	45	51	49	21	49	56	41	36	22	36	55	35	30	42	43	41	50	37	40	39	
46	11	16	38	39	47	4	38	25	39	36	46	7	46	7	25	42	37	29	13	14	30	21	26	28	36	0	39	39	23	44	18	26	50	7	30	29	45	39	27	27	46	47	47	48	50	12	35	12	14	6	36	27	30	33	2	48	8	39	35	24	22	64	55	59	65	62	53	57	58	56	52	49	48	51	44	53	50	50	67	36	57	51	45	67	49	60	43	46	49	57	55	48	52	37	50	59	21	21	19	
7	32	27	3	1	8	39	20	19	5	15	7	38	12	32	20	3	32	14	30	28	15	41	32	12	8	39	0	1	39	5	27	39	13	38	27	14	6	1	15	40	12	8	10	10	17	33	13	33	32	39	6	13	27	16	37	9	46	1	22	18	22	49	44	47	45	36	33	43	25	42	29	51	22	26	35	40	49	43	53	43	48	46	19	43	53	38	33	20	32	52	32	26	38	40	37	46	39	43	42	
7	32	27	3	1	8	39	20	19	5	15	7	38	12	32	20	3	32	14	30	28	15	41	32	12	8	39	1	0	39	5	27	39	13	38	27	14	6	1	15	40	12	8	10	10	17	33	13	33	32	39	6	13	27	16	37	9	46	1	22	18	22	49	44	47	45	36	33	43	25	42	29	51	22	26	35	40	49	43	53	43	48	46	19	43	53	38	33	20	32	52	32	26	38	40	37	46	39	43	42	
39	16	20	35	36	42	20	20	22	36	24	41	26	28	17	25	39	14	26	14	20	29	8	10	25	34	23	36	36	0	41	23	3	37	26	12	27	42	36	25	4	28	42	34	36	30	21	28	21	12	27	34	24	12	24	21	37	18	36	16	23	21	43	33	38	43	42	31	35	38	33	32	30	29	31	21	30	30	28	48	14	36	30	26	45	30	37	20	26	27	38	34	29	29	15	27	37	6	8	9	
6	36	32	8	5	3	44	24	24	6	19	5	41	16	37	22	3	36	18	34	33	17	46	36	17	9	44	5	5	43	0	29	43	9	41	31	19	1	5	20	44	16	4	11	9	19	35	18	35	37	42	9	18	31	21	42	8	50	5	27	23	26	52	48	50	48	33	36	47	23	45	33	54	26	29	39	43	53	47	57	47	51	50	23	46	57	41	37	24	36	55	35	29	42	44	40	49	44	47	47	
34	8	6	26	27	32	18	30	12	23	27	34	12	36	11	9	26	31	15	11	5	13	25	19	16	20	18	27	27	24	29	0	27	38	13	23	15	30	27	13	28	36	33	37	37	41	6	26	6	14	14	22	17	23	23	16	36	25	27	28	11	9	64	52	56	62	55	46	53	49	52	45	52	39	44	39	48	51	48	69	38	57	50	37	61	52	53	38	38	42	59	48	41	47	35	46	56	23	26	26	
39	18	22	36	38	42	22	19	24	38	24	41	28	28	19	27	41	14	28	16	22	31	6	9	27	36	25	38	38	3	43	25	0	37	28	11	29	42	38	27	2	28	42	34	35	30	23	27	23	14	29	36	26	12	24	23	37	20	38	16	25	23	40	30	35	41	41	30	32	38	32	32	27	28	31	20	29	27	25	45	11	34	27	26	43	27	36	19	26	26	35	33	28	28	12	27	35	7	6	8	
6	42	39	15	13	6	50	18	30	15	14	6	49	10	43	32	12	30	25	40	40	26	43	34	24	18	50	13	13	37	9	38	37	0	50	25	26	8	13	27	38	10	5	3	3	11	44	15	44	43	51	18	24	25	17	48	4	54	13	21	30	33	44	40	42	39	24	28	39	15	37	25	46	19	21	31	35	45	39	49	39	43	42	16	37	49	33	30	17	28	47	27	21	34	36	33	41	43	42	45	
45	10	11	37	38	45	8	39	21	36	36	45	2	45	10	20	38	39	24	15	10	25	24	27	26	33	7	38	38	26	41	13	29	50	0	31	25	43	38	23	30	45	45	46	48	50	7	35	7	16	3	34	26	32	33	5	47	14	38	36	20	17	67	58	62	68	63	55	60	58	58	53	52	49	52	46	55	53	53	70	39	60	54	46	70	52	61	45	47	50	60	57	50	54	40	52	62	24	24	22	
27	22	20	25	27	31	30	8	15	29	13	29	31	16	23	18	30	11	19	20	22	22	18	9	18	27	30	27	27	12	31	23	11	25	31	0	20	30	27	18	13	16	30	22	24	20	27	16	27	20	32	27	15	1	12	28	25	29	27	5	16	17	43	31	34	39	32	24	31	28	29	22	33	18	21	19	26	33	28	48	20	35	30	15	39	36	30	18	16	19	38	25	18	25	17	23	34	18	17	20	
21	19	14	13	14	22	29	15	6	13	12	21	25	22	22	6	16	27	1	20	15	2	32	22	2	10	29	14	14	29	19	15	31	26	25	20	0	20	14	2	32	22	22	23	24	26	19	11	19	23	26	10	5	20	9	27	23	36	14	16	5	9	55	43	47	52	42	36	44	34	42	34	48	25	31	32	39	46	41	60	39	48	43	22	50	50	42	30	23	32	51	36	30	37	36	36	46	30	33	32	
4	38	33	9	6	2	45	23	25	7	18	3	43	15	38	24	4	35	20	36	35	18	47	36	18	10	45	6	6	42	1	30	42	8	43	30	20	0	6	22	43	15	2	9	8	18	36	17	36	39	44	10	19	30	20	43	6	52	6	25	24	28	51	46	49	47	31	35	45	22	43	31	53	24	28	38	42	52	45	55	45	50	49	22	45	56	40	36	23	34	54	34	28	40	43	39	48	45	47	48	
7	32	27	3	1	8	39	20	19	5	15	7	38	12	32	20	3	32	14	30	28	15	41	32	12	8	39	1	1	39	5	27	39	13	38	27	14	6	0	15	40	12	8	10	10	17	33	13	33	32	39	6	13	27	16	37	9	46	1	22	18	22	49	44	47	45	36	33	43	25	41	29	51	22	26	35	40	49	43	53	43	48	46	19	43	53	38	33	20	32	52	32	26	38	40	37	46	39	43	42	
23	17	11	14	15	23	28	16	4	14	14	22	22	23	20	4	17	26	2	18	13	4	30	20	3	12	27	15	15	27	20	13	29	27	23	18	2	22	15	0	30	23	23	24	26	28	17	13	17	21	24	12	4	18	10	25	25	34	15	14	3	6	55	43	46	52	44	36	43	36	41	34	47	26	33	31	38	46	41	60	37	48	42	23	51	50	42	30	24	31	50	37	31	37	34	35	46	28	31	30	
40	20	24	38	40	44	23	21	26	40	25	42	29	29	20	28	43	12	30	18	23	32	8	11	29	37	27	40	40	4	44	27	2	38	30	13	30	43	40	28	0	29	43	35	37	30	25	29	25	15	31	37	28	13	25	25	38	21	40	18	27	24	39	29	34	39	40	29	31	38	31	31	26	28	30	19	28	26	24	44	10	32	26	25	41	27	35	18	25	25	34	32	28	26	11	25	33	9	7	10	
12	38	34	11	12	16	46	9	25	16	9	14	45	1	38	27	15	20	21	36	36	23	34	25	20	18	46	12	12	28	16	36	28	10	45	16	22	15	12	23	29	0	15	7	9	6	40	11	40	36	46	16	19	16	13	43	10	45	12	12	26	29	37	32	34	33	23	21	31	14	29	17	39	10	14	23	28	38	31	41	31	36	34	7	31	42	25	22	8	20	39	20	14	26	28	25	34	34	33	36	
3	39	35	10	8	1	47	23	27	10	18	1	45	15	40	26	7	35	21	37	36	21	48	37	20	13	47	8	8	42	4	33	42	5	45	30	22	2	8	23	43	15	0	8	7	16	39	18	39	40	46	12	21	30	21	45	5	53	8	26	26	29	49	45	47	44	29	33	44	20	42	30	52	24	26	36	40	50	44	54	44	48	47	21	42	54	38	35	22	33	52	32	26	39	42	38	47	47	47	50	
5	39	35	11	10	9	47	15	26	14	10	7	46	7	39	28	12	27	22	37	37	24	40	31	21	17	47	10	10	34	11	37	34	3	46	22	23	9	10	24	35	7	8	0	2	10	41	12	41	40	47	16	20	22	14	45	3	51	10	17	27	30	42	38	40	38	27	26	37	15	35	23	44	16	19	29	33	43	37	47	37	41	40	14	37	47	31	28	15	26	45	25	19	32	34	30	39	40	39	42	
3	41	37	13	10	7	48	17	28	14	12	5	48	9	41	30	11	29	24	39	39	25	41	33	23	17	48	10	10	36	9	37	35	3	48	24	24	8	10	26	37	9	7	2	0	10	43	13	43	42	49	16	22	23	16	46	1	53	10	19	28	32	43	39	41	39	26	27	38	14	36	24	45	18	20	30	34	44	38	48	38	42	41	15	38	48	32	29	16	27	46	26	20	33	35	32	40	41	41	44	
14	42	39	17	17	17	49	13	30	21	14	16	50	6	42	32	19	21	26	40	41	28	36	28	25	24	50	17	17	30	19	41	30	11	50	20	26	18	17	28	30	6	16	10	10	0	45	16	45	39	51	22	24	19	18	48	12	48	17	15	31	34	35	31	33	32	22	19	30	10	28	16	38	10	12	22	26	36	30	40	30	34	33	7	30	40	24	21	8	19	38	18	12	25	28	24	32	36	36	38	
40	5	6	31	33	38	13	33	16	29	31	39	7	40	9	13	32	35	19	10	5	18	22	22	20	26	12	33	33	21	35	6	24	44	7	27	19	36	33	17	26	40	39	41	43	45	0	30	1	11	8	28	21	27	27	10	42	20	33	31	15	12	64	54	58	64	58	50	55	53	54	48	49	43	47	41	50	51	49	67	35	58	51	41	65	50	56	40	42	45	57	52	45	49	36	48	58	20	24	23	
17	28	24	10	13	18	35	10	15	15	4	17	35	11	28	17	17	22	11	26	26	13	34	25	10	14	35	13	13	28	18	26	27	15	35	16	11	17	13	13	29	11	18	12	13	16	30	0	30	29	36	14	9	16	4	33	15	42	13	11	15	19	45	38	41	41	32	27	37	24	36	23	42	14	21	26	33	41	36	50	34	42	38	12	40	45	32	25	13	26	45	26	20	32	31	31	40	34	33	36	
40	5	6	31	33	38	13	33	16	29	31	39	7	40	9	13	32	35	19	10	5	18	22	22	20	26	12	33	33	21	35	6	24	44	7	27	19	36	33	17	26	40	39	41	43	45	1	30	0	11	8	28	21	27	27	10	42	20	33	31	15	12	64	54	58	64	58	50	55	53	54	48	49	43	47	41	50	51	49	67	35	58	51	41	65	50	56	40	42	45	57	52	45	49	36	48	58	20	24	23	
40	6	10	31	33	40	11	28	18	32	30	39	16	36	6	20	35	24	22	3	9	25	13	15	21	30	14	32	32	12	37	14	15	43	16	20	23	39	32	21	17	36	40	40	42	39	11	29	11	0	17	30	21	20	26	12	42	17	32	24	18	15	55	44	48	53	51	41	45	47	43	41	41	37	40	30	40	42	39	59	26	49	41	35	55	41	47	29	35	37	48	44	37	38	27	37	47	11	15	14	
46	11	12	38	39	46	9	40	22	37	37	46	1	46	11	21	40	40	25	16	11	26	26	28	27	34	6	39	39	27	42	14	30	51	3	32	26	44	39	24	31	46	46	47	49	51	8	36	8	17	0	35	27	33	34	7	48	13	39	37	21	18	68	59	63	69	64	56	61	59	60	54	53	50	53	47	56	54	54	71	40	62	56	47	71	54	62	46	48	51	61	58	51	55	42	54	64	26	26	23	
13	28	23	6	6	12	36	22	16	3	17	12	34	16	29	15	5	34	10	27	25	10	39	29	9	2	36	6	6	36	9	22	38	18	34	27	10	10	6	12	39	16	12	16	16	22	28	14	28	30	35	0	12	27	16	34	15	43	6	23	15	18	53	47	49	49	39	36	46	30	44	32	52	23	30	36	43	51	46	57	44	50	48	20	47	55	40	35	21	35	54	34	29	41	42	40	49	36	40	39	
