0	31	20	35	24	32	27	26	32	21	20	27	9	22	31	37	29	22	24	30
31	0	20	23	9	35	16	8	44	14	11	24	18	33	18	26	32	41	32	14
20	20	0	5	28	8	15	20	13	30	25	9	27	10	6	6	15	48	12	11
35	23	5	0	20	28	27	25	18	15	23	8	22	8	13	5	29	26	17	14
24	9	28	20	0	25	16	9	27	14	20	19	16	22	13	24	23	36	39	15
32	35	8	28	25	0	29	20	7	23	21	25	32	6	26	12	19	33	27	24
27	16	15	27	16	29	0	6	48	10	14	23	30	27	17	32	39	41	31	13
26	8	20	25	9	20	6	0	32	11	14	16	15	31	13	26	39	41	24	17
32	44	13	18	27	7	48	32	0	19	32	19	36	18	15	8	19	59	29	27
21	14	30	15	14	23	10	11	19	0	5	30	16	24	11	31	35	36	25	15
20	11	25	23	20	21	14	14	32	5	0	27	11	35	11	25	24	24	21	14
27	24	9	8	19	25	23	16	19	30	27	0	18	11	8	15	19	38	19	8
9	18	27	22	16	32	30	15	36	16	11	18	0	19	25	22	14	26	17	22
22	33	10	8	22	6	27	31	18	24	35	11	19	0	17	7	11	33	11	27
31	18	6	13	13	26	17	13	15	11	11	8	25	17	0	17	19	21	11	10
37	26	6	5	24	12	32	26	8	31	25	15	22	7	17	0	11	27	16	20
29	32	15	29	23	19	39	39	19	35	24	19	14	11	19	11	0	23	20	29
22	41	48	26	36	33	41	41	59	36	24	38	26	33	21	27	23	0	16	19
24	32	12	17	39	27	31	24	29	25	21	19	17	11	11	16	20	16	0	18
30	14	11	14	15	24	13	17	27	15	14	8	22	27	10	20	29	19	18	0
