0	19	36	23	19	40	31	33	16	38	37	22	40	36	49	48	41	49	30	21	28	24	40	28	38	57	19	32	30	28	38	31	32	33	25	12	34	27	33	7
19	0	24	9	33	12	19	22	33	11	13	16	21	9	7	10	11	20	30	22	20	21	24	12	15	22	20	19	18	37	12	7	19	27	16	20	16	24	24	23
36	24	0	53	10	18	40	8	15	29	28	16	25	29	15	23	10	7	9	46	49	20	48	49	17	21	48	17	6	18	24	27	31	25	16	20	20	18	58	20
23	9	53	0	28	48	12	34	23	13	33	22	32	6	36	11	29	34	50	16	10	62	24	7	19	34	22	33	32	41	22	6	12	20	51	32	38	49	12	50
19	33	10	28	0	20	39	8	9	45	22	7	18	30	20	50	23	17	14	18	38	24	52	50	22	39	26	7	20	7	21	17	41	25	22	11	17	9	33	13
40	12	18	48	20	0	45	10	23	43	23	35	21	49	12	45	12	24	13	30	31	6	35	41	34	12	21	12	10	24	31	52	44	7	30	21	27	20	55	20
31	19	40	12	39	45	0	15	43	10	37	36	14	15	13	7	25	32	23	20	6	24	12	6	20	19	18	42	15	33	10	10	12	39	35	26	16	44	22	40
33	22	8	34	8	10	15	0	12	46	32	11	19	35	22	48	27	20	19	21	27	18	36	37	16	30	26	9	23	8	52	42	51	12	17	11	26	5	33	9
16	33	15	23	9	23	43	12	0	40	25	7	37	21	19	36	31	17	17	26	39	11	31	33	24	24	38	6	19	11	25	38	47	22	12	10	20	12	45	9
38	11	29	13	45	43	10	46	40	0	34	25	39	16	20	10	26	29	22	36	13	25	23	7	35	36	31	33	17	44	18	10	6	45	40	35	34	29	12	51
37	13	28	33	22	23	37	32	25	34	0	19	8	11	11	25	11	20	23	21	18	35	38	20	13	29	32	32	16	13	16	29	15	12	19	37	16	31	38	22
22	16	16	22	7	35	36	11	7	25	19	0	12	37	18	24	26	13	20	34	32	7	45	36	16	17	11	9	13	10	18	21	32	24	19	12	20	6	44	9
40	21	25	32	18	21	14	19	37	39	8	12	0	16	10	20	6	8	19	23	38	12	24	20	12	21	34	23	6	7	14	14	24	11	6	21	6	26	28	20
36	9	29	6	30	49	15	35	21	16	11	37	16	0	12	5	15	19	45	20	25	24	30	15	17	42	24	18	17	25	13	12	23	18	28	15	19	36	17	37
49	7	15	36	20	12	13	22	19	20	11	18	10	12	0	20	8	5	11	33	17	25	15	15	9	19	21	12	12	25	9	11	19	10	9	18	7	10	21	17
48	10	23	11	50	45	7	48	36	10	25	24	20	5	20	0	20	27	15	18	20	20	33	22	24	30	25	25	38	32	11	12	12	25	35	17	25	34	11	17
41	11	10	29	23	12	25	27	31	26	11	26	6	15	8	20	0	6	17	16	22	10	18	10	8	15	38	23	9	5	22	16	26	8	19	36	26	23	26	35
49	20	7	34	17	24	32	20	17	29	20	13	8	19	5	27	6	0	12	52	45	6	22	33	17	12	41	23	5	26	26	26	49	7	11	27	23	14	27	16
30	30	9	50	14	13	23	19	17	22	23	20	19	45	11	15	17	12	0	37	50	11	32	35	15	21	48	20	7	25	27	21	34	9	18	39	12	26	49	24
21	22	46	16	18	30	20	21	26	36	21	34	23	20	33	18	16	52	37	0	29	39	35	17	29	27	17	34	34	49	24	6	18	25	31	19	32	28	7	29
28	20	49	10	38	31	6	27	39	13	18	32	38	25	17	20	22	45	50	29	0	42	10	12	14	29	36	43	36	23	12	7	11	27	36	16	18	24	25	30
24	21	20	62	24	6	24	18	11	25	35	7	12	24	25	20	10	6	11	39	42	0	26	43	20	16	29	21	25	13	27	32	41	11	39	13	16	10	51	16
40	24	48	24	52	35	12	36	31	23	38	45	24	30	15	33	18	22	32	35	10	26	0	6	30	52	25	28	24	52	18	20	11	48	52	31	43	23	19	40
28	12	49	7	50	41	6	37	33	7	20	36	20	15	15	22	10	33	35	17	12	43	6	0	21	16	29	37	24	35	12	19	12	27	23	36	17	50	11	40
38	15	17	19	22	34	20	16	24	35	13	16	12	17	9	24	8	17	15	29	14	20	30	21	0	12	27	20	11	15	26	14	39	11	14	21	19	15	18	26
57	22	21	34	39	12	19	30	24	36	29	17	21	42	19	30	15	12	21	27	29	16	52	16	12	0	37	21	9	26	38	51	36	15	21	28	31	15	64	26
19	20	48	22	26	21	18	26	38	31	32	11	34	24	21	25	38	41	48	17	36	29	25	29	27	37	0	11	25	27	10	7	35	38	32	7	23	18	20	25
32	19	17	33	7	12	42	9	6	33	32	9	23	18	12	25	23	23	20	34	43	21	28	37	20	21	11	0	25	11	42	34	35	30	37	23	14	13	52	26
30	18	6	32	20	10	15	23	19	17	16	13	6	17	12	38	9	5	7	34	36	25	24	24	11	9	25	25	0	26	19	33	29	10	20	34	10	10	30	16
28	37	18	41	7	24	33	8	11	44	13	10	7	25	25	32	5	26	25	49	23	13	52	35	15	26	27	11	26	0	36	23	49	13	11	15	9	16	41	26
38	12	24	22	21	31	10	52	25	18	16	18	14	13	9	11	22	26	27	24	12	27	18	12	26	38	10	42	19	36	0	11	19	26	27	51	37	41	24	37
31	7	27	6	17	52	10	42	38	10	29	21	14	12	11	12	16	26	21	6	7	32	20	19	14	51	7	34	33	23	11	0	25	16	20	13	29	26	20	25
32	19	31	12	41	44	12	51	47	6	15	32	24	23	19	12	26	49	34	18	11	41	11	12	39	36	35	35	29	49	19	25	0	27	26	32	15	31	24	51
33	27	25	20	25	7	39	12	22	45	12	24	11	18	10	25	8	7	9	25	27	11	48	27	11	15	38	30	10	13	26	16	27	0	12	37	19	16	32	23
25	16	16	51	22	30	35	17	12	40	19	19	6	28	9	35	19	11	18	31	36	39	52	23	14	21	32	37	20	11	27	20	26	12	0	17	9	16	15	34
12	20	20	32	11	21	26	11	10	35	37	12	21	15	18	17	36	27	39	19	16	13	31	36	21	28	7	23	34	15	51	13	32	37	17	0	17	13	33	11
34	16	20	38	17	27	16	26	20	34	16	20	6	19	7	25	26	23	12	32	18	16	43	17	19	31	23	14	10	9	37	29	15	19	9	17	0	11	28	20
27	24	18	49	9	20	44	5	12	29	31	6	26	36	10	34	23	14	26	28	24	10	23	50	15	15	18	13	10	16	41	26	31	16	16	13	11	0	22	18
33	24	58	12	33	55	22	33	45	12	38	44	28	17	21	11	26	27	49	7	25	51	19	11	18	64	20	52	30	41	24	20	24	32	15	33	28	22	0	35
7	23	20	50	13	20	40	9	9	51	22	9	20	37	17	17	35	16	24	29	30	16	40	40	26	26	25	26	16	26	37	25	51	23	34	11	20	18	35	0
