0	19	47	46	39	39	32	34	37	19	36	32	36	32	37	19	16	19	12	35	28	51	37	23	22	39	26	24	32	30
19	0	22	37	20	39	13	22	11	7	19	10	24	29	20	25	7	15	19	28	11	49	18	16	12	13	9	13	11	24
47	22	0	25	8	10	27	18	7	16	46	6	18	6	29	31	16	48	47	17	11	20	8	18	13	24	38	19	14	14
46	37	25	0	31	17	33	26	27	29	37	23	26	32	48	25	33	35	25	8	24	28	28	38	50	60	41	29	32	26
39	20	8	31	0	22	11	27	16	27	45	9	20	17	20	33	27	28	39	29	18	38	19	6	13	17	23	19	19	29
39	39	10	17	22	0	37	7	18	29	48	7	9	18	20	50	30	49	53	15	14	7	9	28	32	33	36	28	20	8
32	13	27	33	11	37	0	46	19	16	31	18	21	24	23	31	17	30	27	35	30	34	32	17	8	10	21	7	7	38
34	22	18	26	27	7	46	0	17	23	39	15	6	13	25	22	25	36	56	15	22	6	18	25	24	45	48	33	16	10
37	11	7	27	16	18	19	17	0	15	24	10	6	8	13	25	20	30	42	16	18	28	5	8	18	27	17	11	17	17
19	7	16	29	27	29	16	23	15	0	27	19	20	19	11	13	5	13	23	25	10	21	25	19	14	14	8	10	16	30
36	19	46	37	45	48	31	39	24	27	0	34	24	30	24	22	10	26	26	26	19	39	34	21	29	23	25	29	29	23
32	10	6	23	9	7	18	15	10	19	34	0	8	6	16	32	17	47	26	26	10	19	9	6	14	26	27	16	9	17
36	24	18	26	20	9	21	6	6	20	24	8	0	14	24	40	26	40	37	18	15	10	13	20	34	38	33	25	27	5
32	29	6	32	17	18	24	13	8	19	30	6	14	0	29	26	23	25	38	35	18	21	11	12	12	16	31	20	10	16
37	20	29	48	20	20	23	25	13	11	24	16	24	29	0	19	18	35	22	41	17	29	30	16	17	19	26	28	20	25
19	25	31	25	33	50	31	22	25	13	22	32	40	26	19	0	11	15	13	18	24	32	47	34	38	28	18	30	36	27
16	7	16	33	27	30	17	25	20	5	10	17	26	23	18	11	0	21	17	34	7	27	15	16	14	10	5	12	15	29
19	15	48	35	28	49	30	36	30	13	26	47	40	25	35	15	21	0	5	38	30	59	36	27	28	41	34	40	49	51
12	19	47	25	39	53	27	56	42	23	26	26	37	38	22	13	17	5	0	37	33	31	59	26	37	36	19	44	32	45
35	28	17	8	29	15	35	15	16	25	26	26	18	35	41	18	34	38	37	0	19	19	29	37	37	47	33	27	27	22
28	11	11	24	18	14	30	22	18	10	19	10	15	18	17	24	7	30	33	19	0	23	15	19	20	26	18	29	20	22
51	49	20	28	38	7	34	6	28	21	39	19	10	21	29	32	27	59	31	19	23	0	19	33	31	43	45	26	23	8
37	18	8	28	19	9	32	18	5	25	34	9	13	11	30	47	15	36	59	29	15	19	0	15	34	22	23	27	27	9
23	16	18	38	6	28	17	25	8	19	21	6	20	12	16	34	16	27	26	37	19	33	15	0	13	10	28	16	10	28
22	12	13	50	13	32	8	24	18	14	29	14	34	12	17	38	14	28	37	37	20	31	34	13	0	6	13	10	5	26
39	13	24	60	17	33	10	45	27	14	23	26	38	16	19	28	10	41	36	47	26	43	22	10	6	0	20	9	7	25
26	9	38	41	23	36	21	48	17	8	25	27	33	31	26	18	5	34	19	33	18	45	23	28	13	20	0	15	16	29
24	13	19	29	19	28	7	33	11	10	29	16	25	20	28	30	12	40	44	27	29	26	27	16	10	9	15	0	6	33
32	11	14	32	19	20	7	16	17	16	29	9	27	10	20	36	15	49	32	27	20	23	27	10	5	7	16	6	0	26
30	24	14	26	29	8	38	10	17	30	23	17	5	16	25	27	29	51	45	22	22	8	9	28	26	25	29	33	26	0
