0	26	23	25	15	28	32	18	27	25	26	13	34	16	26	32	24	30	24	11	48	25	30	36	32	40	13	20	30	25
26	0	19	8	16	10	12	26	25	8	16	29	16	7	7	7	10	11	30	11	10	19	11	7	19	15	14	28	17	22
23	19	0	45	12	19	30	8	15	20	21	18	16	25	12	21	19	7	7	35	23	10	40	30	19	14	35	13	7	10
25	8	45	0	22	32	5	32	37	6	22	31	29	6	19	14	24	18	33	20	7	48	12	9	24	21	30	36	20	22
15	16	12	22	0	18	26	10	10	28	19	9	12	20	19	28	10	16	10	16	27	15	50	37	18	25	13	9	16	5
28	10	19	32	18	0	33	16	13	23	29	21	22	38	16	24	19	17	6	32	22	7	40	28	28	8	36	11	7	16
32	12	30	5	26	33	0	16	36	5	22	27	18	15	19	7	17	20	28	26	9	30	6	5	16	16	17	28	25	19
18	26	8	32	10	16	16	0	6	29	23	8	22	36	16	21	16	11	15	20	28	13	38	25	15	21	16	10	18	6
27	25	15	37	10	13	36	6	0	27	29	5	26	27	13	31	30	10	10	26	41	13	43	36	19	21	22	7	11	8
25	8	20	6	28	23	5	29	27	0	24	28	18	15	11	5	20	16	29	30	16	40	13	10	21	33	23	27	24	39
26	16	21	22	19	29	22	23	29	24	0	18	8	20	8	19	9	11	18	16	15	22	17	24	7	18	18	25	16	16
13	29	18	31	9	21	27	8	5	28	18	0	19	23	14	28	15	5	19	22	33	9	31	39	19	11	11	9	15	8
34	16	16	29	12	22	18	22	26	18	8	19	0	11	8	13	8	10	13	16	20	17	18	16	5	15	25	18	7	6
16	7	25	6	20	38	15	36	27	15	20	23	11	0	18	10	15	26	25	17	13	36	20	20	13	35	14	23	30	18
26	7	12	19	19	16	19	16	13	11	8	14	8	18	0	20	8	9	18	29	15	13	30	18	6	16	23	17	6	10
32	7	21	14	28	24	7	21	31	5	19	28	13	10	20	0	12	15	22	16	16	26	20	12	12	29	25	35	23	25
24	10	19	24	10	19	17	16	30	20	9	15	8	15	8	12	0	6	15	23	27	17	29	15	9	13	24	14	8	8
30	11	7	18	16	17	20	11	10	16	11	5	10	26	9	15	6	0	6	31	31	6	28	25	13	6	30	19	5	15
24	30	7	33	10	6	28	15	10	29	18	19	13	25	18	22	15	6	0	34	20	18	20	28	12	12	36	15	8	19
11	11	35	20	16	32	26	20	26	30	16	22	16	17	29	16	23	31	34	0	27	23	20	16	17	36	17	29	28	39
48	10	23	7	27	22	9	28	41	16	15	33	20	13	15	16	27	31	20	27	0	39	6	10	12	34	20	36	21	35
25	19	10	48	15	7	30	13	13	40	22	9	17	36	13	26	17	6	18	23	39	0	50	23	27	19	27	11	14	12
30	11	40	12	50	40	6	38	43	13	17	31	18	20	30	20	29	28	20	20	6	50	0	6	21	34	33	25	16	34
36	7	30	9	37	28	5	25	36	10	24	39	16	20	18	12	15	25	28	16	10	23	6	0	17	25	24	23	24	26
32	19	19	24	18	28	16	15	19	21	7	19	5	13	6	12	9	13	12	17	12	27	21	17	0	14	15	15	9	16
40	15	14	21	25	8	16	21	21	33	18	11	15	35	16	29	13	6	12	36	34	19	34	25	14	0	37	11	6	18
13	14	35	30	13	36	17	16	22	23	18	11	25	14	23	25	24	30	36	17	20	27	33	24	15	37	0	15	16	29
20	28	13	36	9	11	28	10	7	27	25	9	18	23	17	35	14	19	15	29	36	11	25	23	15	11	15	0	12	16
30	17	7	20	16	7	25	18	11	24	16	15	7	30	6	23	8	5	8	28	21	14	16	24	9	6	16	12	0	10
25	22	10	22	5	16	19	6	8	39	16	8	6	18	10	25	8	15	19	39	35	12	34	26	16	18	29	16	10	0
