0	24	20	39	18	32	20	27	18	15	22	37	11	37	23	35	21	32	21	33
24	0	21	16	22	17	17	29	28	22	18	8	29	16	6	10	11	28	18	18
20	21	0	7	15	20	16	5	5	19	21	17	20	14	29	30	18	40	34	15
39	16	7	0	12	30	15	5	15	13	18	17	11	27	21	40	11	48	40	19
18	22	15	12	0	25	8	14	10	6	12	16	8	13	15	21	14	26	19	11
32	17	20	30	25	0	19	15	14	17	7	6	11	6	16	11	10	35	11	6
20	17	16	15	8	19	0	17	7	8	16	22	9	16	16	19	15	26	17	11
27	29	5	5	14	15	17	0	10	13	17	15	25	19	25	22	13	36	32	11
18	28	5	15	10	14	7	10	0	10	24	28	5	22	33	38	17	29	26	22
15	22	19	13	6	17	8	13	10	0	17	22	5	28	34	27	27	26	26	24
22	18	21	18	12	7	16	17	24	17	0	8	25	7	13	12	9	24	15	5
37	8	17	17	16	6	22	15	28	22	8	0	18	7	11	12	6	39	18	9
11	29	20	11	8	11	9	25	5	5	25	18	0	11	33	20	16	19	18	15
37	16	14	27	13	6	16	19	22	28	7	7	11	0	19	16	5	18	18	8
23	6	29	21	15	16	16	25	33	34	13	11	33	19	0	5	16	44	19	11
35	10	30	40	21	11	19	22	38	27	12	12	20	16	5	0	14	35	15	13
21	11	18	11	14	10	15	13	17	27	9	6	16	5	16	14	0	22	17	5
32	28	40	48	26	35	26	36	29	26	24	39	19	18	44	35	22	0	15	11
21	18	34	40	19	11	17	32	26	26	15	18	18	18	19	15	17	15	0	17
33	18	15	19	11	6	11	11	22	24	5	9	15	8	11	13	5	11	17	0
