0	26	35	28	10	25	34	29	34	9	10	27	13	7	2	16	20	16	15	16	27	27	21	7	32	6	39	11	14	33	27	25	35	25	37	39	6	23	15	22	7	36	22	27	22	25	9	61	53	59	50	47	49	42	49	41	36	46	66	66	52	49	50	36	39	39	37	34	44	33	43	47	20	6	23	
26	0	11	18	18	13	9	11	12	18	18	16	12	28	27	14	19	29	11	38	3	3	36	33	8	26	15	37	13	9	3	38	10	4	13	17	31	6	11	13	30	12	44	3	7	20	17	48	45	44	42	26	40	28	48	25	32	39	53	52	44	51	36	17	31	25	23	43	37	38	36	27	38	23	41	
35	11	0	24	27	19	1	16	16	27	26	21	21	37	36	20	27	37	20	47	8	8	42	42	3	32	6	45	22	2	8	44	1	11	7	17	38	12	21	21	36	15	53	8	14	26	26	50	48	45	44	20	43	30	52	27	37	41	55	53	46	55	39	23	34	27	25	47	40	42	38	21	47	30	48	
28	18	24	0	19	6	22	8	9	19	21	2	15	28	29	17	9	17	13	38	20	20	20	33	24	30	18	39	15	23	20	21	23	21	17	13	33	22	13	6	34	11	37	20	20	3	19	41	33	38	30	21	28	20	33	18	18	25	47	46	32	36	29	10	18	17	15	28	23	23	22	21	26	25	25	
10	18	27	19	0	16	26	20	25	4	3	18	6	15	11	8	11	17	7	25	19	19	24	17	24	12	30	21	6	25	19	28	27	17	28	30	16	16	7	13	16	26	31	19	14	17	1	55	47	52	44	38	42	35	48	34	32	39	61	60	46	50	43	27	32	31	30	37	37	32	36	38	25	7	28	
25	13	19	6	16	0	17	4	9	17	18	4	12	27	27	14	8	21	11	36	15	15	24	32	19	27	14	36	12	18	15	25	18	16	12	14	31	17	10	4	31	10	41	15	14	8	17	43	38	39	35	22	33	21	39	19	23	30	48	47	37	42	30	11	23	18	16	33	29	28	27	22	30	22	30	
34	9	1	22	26	17	0	15	14	26	26	20	20	36	35	21	25	36	19	46	7	7	41	41	5	34	6	45	21	3	7	42	1	11	5	16	39	12	20	20	38	13	52	7	14	25	25	49	46	45	43	20	41	29	51	26	36	40	53	53	45	54	37	22	32	26	24	46	38	41	37	21	46	31	46	
29	11	16	8	20	4	15	0	5	21	22	6	16	31	31	18	11	23	15	40	13	13	26	36	17	31	11	40	16	16	13	27	16	14	10	11	35	14	14	8	35	7	43	13	12	10	20	40	36	36	32	19	31	18	39	16	23	29	45	44	34	41	27	8	22	15	13	33	28	28	26	19	32	26	32	
34	12	16	9	25	9	14	5	0	26	27	7	21	36	36	23	16	25	20	46	12	12	28	41	16	36	10	45	22	15	12	29	15	14	9	6	40	16	19	13	40	1	45	12	17	12	26	37	34	33	31	14	29	17	39	13	23	28	41	40	33	41	25	8	20	14	12	33	26	28	25	15	34	31	33	
9	18	27	19	4	17	26	21	26	0	5	19	8	13	11	10	12	16	8	22	20	20	23	17	24	12	30	21	8	26	20	26	27	18	29	31	16	17	8	13	16	27	29	20	15	17	3	56	48	53	44	39	43	35	47	34	33	39	61	61	46	49	43	27	32	32	31	35	38	30	37	39	23	7	27	
10	18	26	21	3	18	26	22	27	5	0	20	6	17	12	6	14	20	7	25	20	20	27	17	22	9	32	20	6	24	20	31	26	17	30	32	13	15	8	15	13	29	32	20	14	19	2	58	50	55	46	40	45	37	50	36	35	42	63	63	48	53	45	29	35	34	33	39	40	34	39	40	28	4	31	
27	16	21	2	18	4	20	6	7	19	20	0	14	29	29	17	9	18	13	39	18	18	21	34	22	29	16	39	15	21	18	22	21	19	15	12	33	20	13	6	33	8	38	18	17	5	19	41	35	37	32	20	30	19	36	17	20	27	46	45	34	38	28	9	20	16	14	30	25	25	24	20	27	25	26	
13	12	21	15	6	12	20	16	21	8	6	14	0	19	15	3	15	21	1	29	14	14	28	21	18	15	25	24	1	20	14	32	21	11	24	26	19	10	5	8	19	22	35	14	8	16	5	55	47	51	43	34	41	33	47	31	31	38	60	59	45	50	42	23	31	30	28	41	37	36	36	34	29	11	33	
