0	21	44	25	15	15	30	36	13	45	35	46	16	58	47	26	47	33	12	16	8	15	16	45	16	33	41	43	32	27
21	0	29	47	13	16	18	15	5	13	28	19	7	38	19	29	22	11	21	8	8	10	16	32	17	28	49	28	19	27
44	29	0	22	36	42	12	18	21	19	39	7	16	46	5	20	9	16	34	27	25	18	31	22	42	24	16	6	13	37
25	47	22	0	37	46	21	54	28	41	34	24	28	20	18	24	31	37	16	35	41	32	28	26	30	10	26	21	39	15
15	13	36	37	0	20	42	20	9	40	24	25	13	70	34	27	29	26	28	20	10	5	26	54	16	30	42	28	22	23
15	16	42	46	20	0	50	49	25	49	26	36	24	68	29	39	49	33	17	29	16	13	17	64	8	40	35	47	25	20
30	18	12	21	42	50	0	26	17	22	28	10	23	26	5	9	15	20	43	26	32	25	31	18	57	16	13	9	19	38
36	15	18	54	20	49	26	0	28	12	39	14	28	60	10	27	18	24	23	20	25	25	47	34	34	48	49	26	15	46
13	5	21	28	9	25	17	28	0	28	16	26	10	51	22	25	17	20	16	10	5	8	14	49	29	30	23	24	16	17
45	13	19	41	40	49	22	12	28	0	26	19	20	36	17	27	12	16	36	16	24	25	35	25	37	32	40	19	13	32
35	28	39	34	24	26	28	39	16	26	0	32	16	32	21	24	32	29	29	17	21	30	19	42	24	25	28	25	25	17
46	19	7	24	25	36	10	14	26	19	32	0	29	37	9	6	5	16	29	22	25	15	47	29	40	22	11	9	7	29
16	7	16	28	13	24	23	28	10	20	16	29	0	70	22	30	38	24	30	14	19	9	23	26	18	47	44	28	19	21
58	38	46	20	70	68	26	60	51	36	32	37	70	0	49	30	25	54	28	30	55	68	38	41	32	21	36	23	41	33
47	19	5	18	34	29	5	10	22	17	21	9	22	49	0	10	6	24	31	15	30	30	49	21	28	20	15	7	6	28
26	29	20	24	27	39	9	27	25	27	24	6	30	30	10	0	17	22	36	29	35	29	37	25	46	22	10	14	18	27
47	22	9	31	29	49	15	18	17	12	32	5	38	25	6	17	0	26	22	19	22	25	43	38	46	37	24	20	15	30
33	11	16	37	26	33	20	24	20	16	29	16	24	54	24	22	26	0	30	13	28	12	34	49	27	34	25	36	11	22
12	21	34	16	28	17	43	23	16	36	29	29	30	28	31	36	22	30	0	18	14	13	17	53	11	14	38	28	23	5
16	8	27	35	20	29	26	20	10	16	17	22	14	30	15	29	19	13	18	0	10	6	24	45	25	30	38	22	20	15
8	8	25	41	10	16	32	25	5	24	21	25	19	55	30	35	22	28	14	10	0	5	13	38	10	31	38	31	24	19
15	10	18	32	5	13	25	25	8	25	30	15	9	68	30	29	25	12	13	6	5	0	17	35	12	21	37	36	19	26
16	16	31	28	26	17	31	47	14	35	19	47	23	38	49	37	43	34	17	24	13	17	0	49	7	37	54	58	39	12
45	32	22	26	54	64	18	34	49	25	42	29	26	41	21	25	38	49	53	45	38	35	49	0	39	26	40	23	20	49
16	17	42	30	16	8	57	34	29	37	24	40	18	32	28	46	46	27	11	25	10	12	7	39	0	30	33	54	36	18
33	28	24	10	30	40	16	48	30	32	25	22	47	21	20	22	37	34	14	30	31	21	37	26	30	0	14	27	35	19
41	49	16	26	42	35	13	49	23	40	28	11	44	36	15	10	24	25	38	38	38	37	54	40	33	14	0	19	40	31
43	28	6	21	28	47	9	26	24	19	25	9	28	23	7	14	20	36	28	22	31	36	58	23	54	27	19	0	23	44
32	19	13	39	22	25	19	15	16	13	25	7	19	41	6	18	15	11	23	20	24	19	39	20	36	35	40	23	0	29
27	27	37	15	23	20	38	46	17	32	17	29	21	33	28	27	30	22	5	15	19	26	12	49	18	19	31	44	29	0
