0	18	30	21	31	30	36	30	21	20	20	39	39	10	18	20	27	39	29	24
18	0	19	5	13	24	27	14	5	10	11	7	27	21	24	16	10	7	8	6
30	19	0	46	29	20	7	39	22	11	28	29	13	20	11	15	33	19	24	18
21	5	46	0	29	36	36	8	7	32	17	26	21	31	24	25	7	19	12	24
31	13	29	29	0	13	14	17	18	18	10	7	17	23	13	8	18	9	20	9
30	24	20	36	13	0	17	39	19	16	20	20	13	16	7	14	19	14	24	16
36	27	7	36	14	17	0	30	29	5	21	29	18	17	18	18	38	15	18	18
30	14	39	8	17	39	30	0	9	20	30	17	19	23	36	13	16	17	10	19
21	5	22	7	18	19	29	9	0	36	28	14	21	28	26	28	10	18	6	22
20	10	11	32	18	16	5	20	36	0	26	35	13	21	18	30	35	30	34	17
20	11	28	17	10	20	21	30	28	26	0	5	13	36	25	7	10	9	13	9
39	7	29	26	7	20	29	17	14	35	5	0	12	28	10	6	19	6	14	8
39	27	13	21	17	13	18	19	21	13	13	12	0	23	20	14	21	15	19	17
10	21	20	31	23	16	17	23	28	21	36	28	23	0	16	15	19	18	22	28
18	24	11	24	13	7	18	36	26	18	25	10	20	16	0	13	25	12	26	19
20	16	15	25	8	14	18	13	28	30	7	6	14	15	13	0	20	10	10	8
27	10	33	7	18	19	38	16	10	35	10	19	21	19	25	20	0	16	7	14
39	7	19	19	9	14	15	17	18	30	9	6	15	18	12	10	16	0	14	8
29	8	24	12	20	24	18	10	6	34	13	14	19	22	26	10	7	14	0	16
24	6	18	24	9	16	18	19	22	17	9	8	17	28	19	8	14	8	16	0
