0	23	17	39	18	33	17	26	21	28	27	22	14	25	26	39	21	21	26	39
23	0	24	16	19	16	27	27	24	18	15	6	28	20	7	8	15	44	14	17
17	24	0	10	10	23	15	9	8	19	25	27	10	18	40	27	18	21	23	11
39	16	10	0	20	23	13	8	10	19	22	23	16	29	26	21	19	48	28	26
18	19	10	20	0	18	6	14	6	9	10	28	9	11	24	34	12	22	17	12
33	16	23	23	18	0	17	16	16	14	10	6	18	6	16	20	9	36	19	7
17	27	15	13	6	17	0	13	9	6	19	27	10	13	21	29	12	22	12	19
26	27	9	8	14	16	13	0	20	11	19	30	25	13	23	29	12	38	40	11
21	24	8	10	6	16	9	20	0	5	23	30	5	17	34	31	24	35	20	25
28	18	19	19	9	14	6	11	5	0	16	22	7	18	38	31	26	25	15	26
27	15	25	22	10	10	19	19	23	16	0	6	24	9	10	15	6	35	15	6
22	6	27	23	28	6	27	30	30	22	6	0	15	8	15	19	6	38	14	10
14	28	10	16	9	18	10	25	5	7	24	15	0	20	30	30	11	17	17	15
25	20	18	29	11	6	13	13	17	18	9	8	20	0	18	17	5	27	18	6
26	7	40	26	24	16	21	23	34	38	10	15	30	18	0	7	12	29	19	13
39	8	27	21	34	20	29	29	31	31	15	19	30	17	7	0	12	41	19	10
21	15	18	19	12	9	12	12	24	26	6	6	11	5	12	12	0	29	13	9
21	44	21	48	22	36	22	38	35	25	35	38	17	27	29	41	29	0	13	18
26	14	23	28	17	19	12	40	20	15	15	14	17	18	19	19	13	13	0	29
39	17	11	26	12	7	19	11	25	26	6	10	15	6	13	10	9	18	29	0
