0	39	21	21	35	35	16	33	17	23	40	27	26	33	27	8	22	22	26	27
39	0	33	8	9	36	23	10	12	8	28	19	21	40	12	28	20	24	30	17
21	33	0	18	18	6	19	19	16	30	17	28	6	5	18	26	11	9	10	5
21	8	18	0	8	20	14	8	19	7	31	17	16	17	6	17	18	17	27	17
35	9	18	8	0	38	18	18	13	5	25	14	22	27	14	29	25	36	31	19
35	36	6	20	38	0	39	34	37	25	9	25	9	21	39	22	22	8	17	19
16	23	19	14	18	39	0	12	5	14	28	9	21	16	12	10	20	25	28	14
33	10	19	8	18	34	12	0	13	6	33	13	33	28	7	22	28	29	31	13
17	12	16	19	13	37	5	13	0	12	26	5	26	16	12	12	12	17	28	11
23	8	30	7	5	25	14	6	12	0	23	13	35	28	14	30	11	28	23	11
40	28	17	31	25	9	28	33	26	23	0	38	5	13	28	24	16	11	7	13
27	19	28	17	14	25	9	13	5	13	38	0	38	32	10	12	18	38	29	17
26	21	6	16	22	9	21	33	26	35	5	38	0	13	22	34	29	20	9	29
33	40	5	17	27	21	16	28	16	28	13	32	13	0	19	23	8	12	15	6
27	12	18	6	14	39	12	7	12	14	28	10	22	19	0	23	18	27	21	18
8	28	26	17	29	22	10	22	12	30	24	12	34	23	23	0	23	24	28	16
22	20	11	18	25	22	20	28	12	11	16	18	29	8	18	23	0	12	14	5
22	24	9	17	36	8	25	29	17	28	11	38	20	12	27	24	12	0	9	13
26	30	10	27	31	17	28	31	28	23	7	29	9	15	21	28	14	9	0	12
27	17	5	17	19	19	14	13	11	11	13	17	29	6	18	16	5	13	12	0
