0	29	28	44	23	27	42	20	26	28	31	35	26	12	16	45	30	33	46	24	19	45	22	44	27	22	38	54	26	21	41	21	16	21	44	27	38	23	27	40
29	0	17	12	12	25	28	17	11	13	22	8	36	23	35	22	6	9	8	9	19	28	16	12	16	11	29	23	9	21	21	19	16	20	18	12	6	8	10	30
28	17	0	52	31	22	12	34	48	11	18	18	17	21	12	16	28	23	20	14	23	45	9	24	7	46	21	38	35	20	11	19	29	16	7	7	20	25	35	12
44	12	52	0	24	21	24	11	10	20	32	32	26	48	30	15	5	17	21	29	23	58	30	7	47	25	33	16	8	16	28	36	25	44	39	46	13	11	6	40
23	12	31	24	0	22	22	23	15	13	6	11	14	20	24	6	15	7	11	7	16	42	11	31	12	28	30	19	18	14	22	11	26	19	13	5	12	20	26	6
27	25	22	21	22	0	13	33	30	13	19	34	10	15	12	14	25	17	21	23	36	25	11	26	12	15	20	28	40	14	18	10	27	8	21	20	34	27	34	23
42	28	12	24	22	13	0	28	46	10	24	22	22	18	19	14	24	23	20	11	32	44	22	44	6	34	8	45	48	16	8	14	41	18	7	9	31	30	42	17
20	17	34	11	23	33	28	0	5	33	21	14	31	32	42	16	17	11	8	14	34	33	17	16	28	18	40	8	5	30	29	19	23	32	24	28	10	16	7	20
26	11	48	10	15	30	46	5	0	35	19	18	46	22	28	21	16	24	8	17	14	57	27	5	27	35	41	14	10	18	27	25	17	27	46	28	16	11	7	27
28	13	11	20	13	13	10	33	35	0	18	23	21	17	27	35	50	28	22	23	46	35	17	52	9	44	7	43	37	37	5	27	28	27	8	13	43	43	47	31
31	22	18	32	6	19	24	21	19	18	0	7	19	35	16	8	23	8	14	10	17	29	21	25	17	25	27	32	24	24	22	9	15	28	16	13	13	21	33	14
35	8	18	32	11	34	22	14	18	23	7	0	18	34	19	10	19	8	18	10	36	23	6	35	23	35	25	26	28	24	22	9	28	21	15	21	11	23	18	22
26	36	17	26	14	10	22	31	46	21	19	18	0	18	24	23	39	22	20	19	24	42	11	33	11	23	9	28	24	24	8	20	24	21	6	8	27	43	22	12
12	23	21	48	20	15	18	32	22	17	35	34	18	0	23	23	20	27	30	19	12	39	26	22	26	6	21	42	17	11	41	18	7	16	43	24	23	14	44	18
16	35	12	30	24	12	19	42	28	27	16	19	24	23	0	18	46	11	33	22	23	19	6	37	15	30	8	42	45	11	14	16	13	9	23	20	24	35	20	17
45	22	16	15	6	14	14	16	21	35	8	10	23	23	18	0	21	9	16	6	20	26	5	30	14	33	19	32	14	18	15	7	31	21	24	11	19	15	27	9
30	6	28	5	15	25	24	17	16	50	23	19	39	20	46	21	0	12	11	11	10	49	21	15	38	16	22	33	18	23	47	19	12	30	28	24	11	8	23	35
33	9	23	17	7	17	23	11	24	28	8	8	22	27	11	9	12	0	18	11	28	48	9	24	21	24	20	24	18	19	19	5	21	19	18	9	10	11	19	8
46	8	20	21	11	21	20	8	8	22	14	18	20	30	33	16	11	18	0	13	15	52	33	22	35	31	40	26	20	34	31	15	33	26	27	17	6	9	19	17
24	9	14	29	7	23	11	14	17	23	10	10	19	19	22	6	11	11	13	0	17	42	10	26	18	26	15	30	18	31	19	6	31	21	11	11	13	11	17	11
19	19	23	23	16	36	32	34	14	46	17	36	24	12	23	20	10	28	15	17	0	36	36	33	36	6	22	35	34	18	53	47	10	15	41	35	26	17	33	22
45	28	45	58	42	25	44	33	57	35	29	23	42	39	19	26	49	48	52	42	36	0	33	43	24	40	46	51	47	18	17	19	37	34	33	23	15	16	29	25
22	16	9	30	11	11	22	17	27	17	21	6	11	26	6	5	21	9	33	10	36	33	0	28	8	32	8	40	29	16	5	16	29	15	10	8	20	18	33	18
44	12	24	7	31	26	44	16	5	52	25	35	33	22	37	30	15	24	22	26	33	43	28	0	33	25	46	7	10	27	25	20	34	30	46	26	15	23	8	23
27	16	7	47	12	12	6	28	27	9	17	23	11	26	15	14	38	21	35	18	36	24	8	33	0	25	19	42	24	33	6	12	41	22	10	8	33	36	25	13
22	11	46	25	28	15	34	18	35	44	25	35	23	6	30	33	16	24	31	26	6	40	32	25	25	0	34	23	18	17	20	23	21	18	30	20	16	7	12	33
38	29	21	33	30	20	8	40	41	7	27	25	9	21	8	19	22	20	40	15	22	46	8	46	19	34	0	44	21	33	10	21	22	11	6	22	33	25	52	11
54	23	38	16	19	28	45	8	14	43	32	26	28	42	42	32	33	24	26	30	35	51	40	7	42	23	44	0	6	40	33	23	39	45	31	25	10	18	11	38
26	9	35	8	18	40	48	5	10	37	24	28	24	17	45	14	18	18	20	18	34	47	29	10	24	18	21	6	0	30	22	23	18	47	17	32	9	11	10	32
21	21	20	16	14	14	16	30	18	37	24	24	24	11	11	18	23	19	34	31	18	18	16	27	33	17	33	40	30	0	29	22	12	11	31	25	29	24	38	22
41	21	11	28	22	18	8	29	27	5	22	22	8	41	14	15	47	19	31	19	53	17	5	25	6	20	10	33	22	29	0	20	40	18	8	8	33	16	36	22
21	19	19	36	11	10	14	19	25	27	9	9	20	18	16	7	19	5	15	6	47	19	16	20	12	23	21	23	23	22	20	0	28	12	12	10	12	25	19	11
